BOGOTA;PEREIRA;GIRARDOT;AUTOPISTA DEL CAFE;Circasia;Categoria V;59200;6 h 58 min;324;SI
BOGOTA;PEREIRA;GIRARDOT;AUTOPISTA DEL CAFE;Circasia;Categoria VI;72700;6 h 58 min;324;SI
BOGOTA;PEREIRA;GIRARDOT;AUTOPISTA DEL CAFE;Circasia;Categoria VII;80900;6 h 58 min;324;SI
BOGOTA;PEREIRA;VILLETA;SABANA DE OCCIDENTE;Siberia;Categoria I;13800;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;SABANA DE OCCIDENTE;Siberia;Categoria II;19600;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;SABANA DE OCCIDENTE;Siberia;Categoria III;16500;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;SABANA DE OCCIDENTE;Siberia;Categoria IV;21900;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;SABANA DE OCCIDENTE;Siberia;Categoria V;38300;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;SABANA DE OCCIDENTE;Siberia;Categoria VI;51200;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;SABANA DE OCCIDENTE;Siberia;Categoria VII;56300;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;SABANA DE OCCIDENTE;Caiquero;Categoria I;12800;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;SABANA DE OCCIDENTE;Caiquero;Categoria II;16600;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;SABANA DE OCCIDENTE;Caiquero;Categoria III;40800;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;SABANA DE OCCIDENTE;Caiquero;Categoria IV;49200;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;SABANA DE OCCIDENTE;Caiquero;Categoria V;56500;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;PEAJES NACIONALES;Bicentenario;Categoria I;11400;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;PEAJES NACIONALES;Bicentenario;Categoria II;14800;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;PEAJES NACIONALES;Bicentenario;Categoria III;34500;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;PEAJES NACIONALES;Bicentenario;Categoria IV;41800;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;PEAJES NACIONALES;Bicentenario;Categoria V;48500;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;ALTERNATIVAS VIALES;Honda;Categoria I;13700;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;ALTERNATIVAS VIALES;Honda;Categoria II;14600;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;ALTERNATIVAS VIALES;Honda;Categoria III;15200;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;ALTERNATIVAS VIALES;Honda;Categoria IV;15900;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;ALTERNATIVAS VIALES;Honda;Categoria V;33500;8 h 56 min;410;SI
BOGOTA;PEREIRA;VILLETA;ALTERNATIVAS VIALES;Honda;Categoria VI;45900;8 h 56 min;410;SI
